	Japanese	English	Japanese Example	English Sentence	listening score	speaking score
1801	ぜんご	before and after, order	そちら に つく の は ろくじ <b>ぜんご</b> です	I will arrive there around 6 o'clock.	0	0
1802	こうほう	back, rear	かれ は <b>こうほう</b> の ざせき に ついた の	He sat down on a rear seat.	0	0
1803	セット	set	この めにゅー は さらだ と のみもの が <b>せっと</b> に なって います	In this menu, there's a set with a salad and a drink.	0	0
1804	うしろむき	facing backward	かれ は くるま を <b>うしろむき</b> に ちゅうしゃ した の	He parked the car backwards.	0	0
1805	しあさって	three days from today	かいぎ は <b>しあさって</b> に えんき された	The meeting was postponed to three days from today.	0	0
1806	こうはん	latter half, second half	どらま の <b>こうはん</b> は らいしゅう ほうそう される ん だ	The second half of the drama will be broadcast next week.	0	0
1807	あさひ	morning sun	<b>あさひ</b> が のぼりました よ	The morning sun rose.	0	0
1808	さくばん	last night, last evening	<b>さくばん</b> の ゆき が まだ にわ に のこって いる	Last night's snow still remains in the garden.	0	0
1809	ひらける	widen, develop	きり が はれて しかい が <b>ひらけた</b> ね	The fog has cleared up and visibility has increased.	0	0
1810	くう	eat, live on	はらいっぱい <b>くった</b>	I ate heartily.	0	0
1811	アップ	close-up	しゃしん を <b>あっぷ</b> で とろう	Let's take a close-up photo.	0	0
1812	がいしょく	eating out, dining out	たま に は <b>がいしょく</b> しましょう	Let's dine out occasionally.	0	0
1813	しょくぱん	bread, loaf of bread	ちょうしょく に <b>しょくぱん</b> を にまい たべました	I ate two slices of bread for breakfast.	0	0
1814	いっけん	at a glance	かれ は <b>いっけん</b> さらりーまんふう です ね	He looks like a businessman at a glance.	0	0
1815	いいだす	begin to speak	とつぜん なに を <b>いいだす</b> の か と おもった	I wondered what you would say out of the blue.	0	0
1816	がいらいご	loanword, foreign word	<b>がいらいご</b> は いっぱんに かたかな で かかれます	In general, loan words are written in katakana.	0	0
1817	えいぶん	English, English writing	かのじょ は <b>えいぶん</b> の てがみ を かきました	She wrote an English letter.	0	0
1818	エネルギー	energy	わかものたち は <b>えねるぎー</b> に あふれて います ね	Young people are always full of energy.	0	0
1819	したがき	draft	いま ろんぶん の <b>したがき</b> を して いる ところ です	I am in the middle of the thesis draft now.	0	0
1820	あとがき	postscript, afterword	<b>あとがき</b> を よく よんで ください	Please read the postscript carefully.	0	0
1821	おぼえ	recollection, memory	この こ は <b>おぼえ</b> が はやい ね	This kid remembers things quickly.	0	0
1822	かいかい	opening, start a meeting	うんどうかい は くじ に <b>かいかい</b> します	The sports festival starts at nine o'clock.	0	0
1823	あわせる	adjust, match	にちじ は ごつごう に <b>あわせます</b>	The date can be decided according to your schedule.	0	0
1824	あわす	match, add	あか に きいろ を <b>あわす</b>と なにいろ に なります か	What color do you get if you add yellow to red?	0	0
1825	しゃかいじん	member of society, working person	この はる に かれ は <b>しゃかいじん</b> に なった よ	He became a working adult this spring.	0	0
1826	かえって	on the contrary, rather	そんなことをしたら、<b>かえって</b>よくないよ。	If you do something like that, it will instead have adverse results.	0	0
1827	かいいん	member	かのじょ は くらぶ の <b>かいいん</b> です	She's a member of the club.	0	0
1828	いちいん	member	かれ は やきゅうぶ の <b>いちいん</b> です	He is a member of the baseball club.	0	0
1829	しあげ	completion, finishing	かれ は ろんぶん の <b>しあげ</b> に はいった の	He entered the final stages of the thesis.	0	0
1830	しあげる	finish, complete	かれ は やっと ほうこくしょ を <b>しあげた</b> よ	He finally finished up the report.	0	0
1831	じんじ	human affairs, personnel affairs	かれ は <b>じんじ</b> を たんとう して いる ん だ	He is in charge of personnel affairs.	0	0
1832	ぎょうじ	event, function	きょう は がっこう で <b>ぎょうじ</b> が ありました	There was an event at school today.	0	0
1833	こと	thing, incident	そんな <b>こと</b> を して は いけません	Do not do such a thing.	0	0
1834	コンクリート	concrete	<b>こんくりーと</b> に ひび が はいって います ね	The concrete is cracked.	0	0
1835	しゅつじょう	participation	きょう は はち ちーむ が <b>しゅつじょう</b> しました	Eight teams participated today.	0	0
1836	しゃない	inside a vehicle	<b>しゃない</b> に わすれもの が あった よ	There was something left behind in the car.	0	0
1837	げしゃ	get off, stopover	けしき が よかった の で とちゅう <b>げしゃ</b> した よ	We stopped off on the way because the scenery was lovely.	0	0
1838	えきまえ	in front of the station	<b>えきまえ</b> に こうばん が あります	There is a police box in front of the station.	0	0
1839	いよいよ	finally, any moment	あす は <b>いよいよ</b> しゅっぱつ の ひ です	At last we will set off tomorrow.	0	0
1840	がいこう	diplomacy, foreign relations	せいふ は <b>がいこう</b> に ちから を いれて いる の	The government is making efforts in diplomacy.	0	0
1841	かわす	exchange	かれ は わたし と さいかい の やくそく を <b>かわした</b>	He promised me that we'd meet again.	0	0
1842	こうつう	traffic, transportation	ここ は <b>こうつう</b> の べん が よい です ね	This place is conveniently located.	0	0
1843	おおどおり	main street	<b>おおどおり</b> で ぱれーど が はじまる よ	The parade starts in the main street.	0	0
1844	しょどう	Japanese calligraphy	<b>しょどう</b> を する と しせい も よく なります	Posture also improves when you study calligraphy.	0	0
1845	じゅうじろ	crossroads	<b>じゅうじろ</b> で くるま と ばいく が しょうとつ した ぞ	The car collided with a motorcycle in the crossroads.	0	0
1846	あきち	unoccupied ground, vacant lot	<b>あきち</b> で こうじ が はじまった	Construction started in the vacant lot.	0	0
1847	オリンピック	the Olympics	<b>おりんぴっく</b> は よねん に いちど かいさい されます	The Olympics are held once every four years.	0	0
1848	ず	figure, map	<b>ず</b> を かいて せつめい しましょう	Let me draw a diagram to explain.	0	0
1849	あいず	signal, sign	しゃしょう が はっしゃ の <b>あいず</b> を した よ	The conductor gave the signal to depart.	0	0
1850	いきどまり	dead end	ここ から さき は <b>いきどまり</b> です	It is a dead-end ahead.	0	0
1851	しょほ	first steps, beginning	えいご を <b>しょほ</b> から べんきょう して います	I'm studying English from the beginning.	0	0
1852	こうど	high degree	<b>こうど</b> な ぎじゅつ を もつ じんざい を あつめました	We've attracted highly-skilled personnel.	0	0
1853	いちどに	at a time, at once	みんな の かお と なまえ を <b>いちどに</b> は おぼえられません	I can't remember everyone's name and face at once.	0	0
1854	えんそく	excursion, hike	あす は <b>えんそく</b> で どうぶつえん に いきます	Tomorrow we're going to the zoo on a school trip.	0	0
1855	えきちょう	stationmaster	かれ は <b>えきちょう</b> です	He is a stationmaster.	0	0
1856	ストップ	stop	ここ で いったん <b>すとっぷ</b> して ください	Please stop here at once.	0	0
1857	ぜんいん	all members, entire staff	ちーむ <b>ぜんいん</b> に なふだ が くばられました	The name tags were distributed to the whole team.	0	0
1858	すべて	all, entirely	かれ に <b>すべて</b> の こと を つたえた	I told him everything.	0	0
1859	がいぶ	outside, outer	これ は <b>がいぶ</b> に は ひみつ です	This is confidential.	0	0
1860	いちぶぶん	part, portion	ぼく が しって いる の は <b>いちぶぶん</b> に すぎない	What I know is only a portion of it.	0	0
1861	こっか	state, country	しゅしょう は <b>こっか</b> の りーだー だ	The Prime Minister is the leader of the nation.	0	0
1862	くにぐに	nations, countries	その まらそん たいかい に は たくさん の <b>くにぐに</b> から せんしゅ が あつまった よ	A lot of athletes from many countries gathered for the marathon.	0	0
1863	こくがい	abroad, outside the country	はんにん は <b>こくがい</b> に にげた よう です	The criminal seems to have escaped abroad.	0	0
1864	きちんと	properly, neatly	もんだい に ついて <b>きちんと</b> はなしあった よ	We discussed the problem thoroughly.	0	0
1865	しゅっこく	departure, emigration	いっしゅうかん ご に <b>しゅっこく</b> します	I will leave the country in one week.	0	0
1866	こくど	country, territory	わがくに の <b>こくど</b> は ななじゅっぱーせんと が しんりん です	70 % of the countryside in our country is forest.	0	0
1867	じこ	accident, incident@oneself, self	かれ は <b>じこ</b> で けが を しました@これ から は <b>じこ</b> の はんだん で こうどう して ください	He was injured in the accident.@Please act on your own judgment from now on.	0	0
1868	こくご	national language, Japanese	きょう の いちじかんめ は <b>こくご</b> です	The first class today is Japanese.	0	0
1869	こっこう	diplomatic relations, national friendship	あの くに と は <b>こっこう</b> が ない	There are no diplomatic relations with that country.	0	0
1870	こくどう	national highway	この みち を まっすぐ すすむ と <b>こくどう</b> に でます	If you carry straight on this road you will come out at the national highway.	0	0
