Kanji	English	Reading	Example Sentence	Example Sentence Reading	English Sentence	reading score	writing score
がやがや	chatter loudly	がやがや	生徒たちが<b>がやがや</b>と騒いでいますね。	せいとたち が <b>がやがや</b> と さわいで います ね	Students are making a lot of noise.	0	0
まあまあ	OK, not bad, average@now now	まあまあ@まあまあ	彼の成績は<b>まあまあ</b>です。@<b>まあまあ</b>、落ち着いてください。	かれ の せいせき は <b>まあまあ</b> です@<b>まあまあ</b> おちついて ください	His results are so-so.@Now, now, please settle down.	0	0
背広	business suit	せびろ	<b>背広</b>をクリーニングに出しました。	<b>せびろ</b> を くりーにんぐ に だしました	I took my suit to the dry cleaner.	0	0
骨折	fracture, broken bone	こっせつ	彼女はスキーで足を<b>骨折</b>したの。	かのじょ は すきー で あし を <b>こっせつ</b> した の	She fractured her foot while skiing.	0	0
健全	healthy, sound	けんぜん	子供の<b>健全</b>な心を育てましょう。	こども の <b>けんぜん</b> な こころ を そだてましょう	Let's cultivate a wholesome mindset in children.	0	0
診断	diagnosis	しんだん	医師は異常なしと<b>診断</b>したんだ。	いし は いじょう なし と <b>しんだん</b> した ん だ	According to the doctor's diagnosis, there's no abnormality.	0	0
診察	medical examination	しんさつ	今日、病院で<b>診察</b>してもらったの。	きょう びょういん で <b>しんさつ</b> して もらった の	I had an examination at the hospital today.	0	0
医療	medical service, healthcare	いりょう	<b>医療</b>関係の仕事をしています。	<b>いりょう</b> かんけい の しごと を して います	I work in healthcare.	0	0
きょろきょろ	look around	きょろきょろ	会場で子供が<b>きょろきょろ</b>しているわよ。	かいじょう で こども が <b>きょろきょろ</b> して いる わ よ	The child is staring about the hall.	0	0
気の毒	pitiable, regrettable	きのどく	彼らは<b>気の毒</b>な生活をしている。	かれら は <b>きのどく</b> な せいかつ を して いる	They live pitiful lives.	0	0
消毒	disinfection, sterilization	しょうどく	足の傷を<b>消毒</b>したわ。	あし の きず を <b>しょうどく</b> した わ	I disinfected the wound on the foot.	0	0
症状	symptom	しょうじょう	医者に<b>症状</b>を説明したよ。	いしゃ に <b>しょうじょう</b> を せつめい した よ	I explained the symptoms to the doctor.	0	0
清書	clean copy	せいしょ	この手紙を<b>清書</b>してください。	この てがみ を <b>せいしょ</b> して ください	Please make a clean copy of this letter.	0	0
清潔	cleanliness, neatness	せいけつ	レストランは<b>清潔</b>が第一です。	れすとらん は <b>せいけつ</b> が だいいち です	In restaurants cleanliness is the most important thing.	0	0
監督	supervisor, film director	かんとく	その<b>監督</b>はアカデミー賞を受賞したよな。	その <b>かんとく</b> は あかでみーしょう を じゅしょう した よ な	The director won an Academy Award.	0	0
撮影	photographing, shoot	さつえい	<b>撮影</b>は3ヶ月かけて行われました。	<b>さつえい</b> は さんかげつ かけて おこなわれました	Shooting took place over three months.	0	0
描く	depict, describe	えがく	彼は人物を<b>描く</b>のがうまいな。	かれ は じんぶつ を <b>えがく</b> の が うまい な	He is good at drawing people.	0	0
くしゃみ	sneeze	くしゃみ	風邪で<b>くしゃみ</b>が止まりません。	かぜ で <b>くしゃみ</b> が とまりません	I can't stop sneezing because of my cold.	0	0
活躍	activity, action	かつやく	彼の<b>活躍</b>で優勝したよ。	かれ の <b>かつやく</b> で ゆうしょう した よ	His performance led us to win the tournament.	0	0
再開	reopening, restart	さいかい	試合はすぐに<b>再開</b>されたの。	しあい は すぐ に <b>さいかい</b> された の	The game was restarted at once.	0	0
額	picture frame@forehead, brow	がく@ひたい	写真を<b>額</b>に入れて飾ったんだ。@<b>額</b>に汗をかいたよ。	しゃしん を <b>がく</b> に いれて かざった ん だ@<b>ひたい</b> に あせ を かいた よ	I put the photo in a frame and hung it up.@His forehead was covered in sweat.	0	0
再生	playback	さいせい	留守番電話のメッセージを<b>再生</b>したの。	るすばんでんわ の めっせーじ を <b>さいせい</b> した の	I played back the messages on the answering machine.	0	0
再会	reunion	さいかい	彼らは互いに<b>再会</b>を喜んだの。	かれら は たがいに <b>さいかい</b> を よろこんだ の	They were both very pleased to meet each other again.	0	0
編む	knit	あむ	妹はマフラーを<b>編みました</b>。	いもうと は <b>まふらー</b> を <b>あみました</b>	My younger sister knitted a scarf.	0	0
解放	release, setting free	かいほう	人質が<b>解放</b>されてよかった。	ひとじち が <b>かいほう</b> されて よかった	It is good that the hostage has been freed.	0	0
開放	opening	かいほう	その国は市場の<b>開放</b>を求められているの。	その くに は しじょう の <b>かいほう</b> を もとめられて いる の	That country has been requested to open its markets.	0	0
ぐずぐず	drag one's feet, waste time	ぐずぐず	<b>ぐずぐず</b>していると電車に乗り遅れますよ。	<b>ぐずぐず</b> して いる と でんしゃ に のりおくれます よ	You'll miss the train if you dilly-dally.	0	0
重視	importance, value	じゅうし	あの企業では学歴が<b>重視</b>されるよ。	あの きぎょう で は がくれき が <b>じゅうし</b> される よ	An educational background is valued in that company.	0	0
視点	viewpoint	してん	<b>視点</b>を変えて見てみましょう。	<b>してん</b> を かえて みて みましょう	Let's try to change our point of view.	0	0
近視	nearsightedness, shortsightedness	きんし	彼は軽い<b>近視</b>です。	かれ は かるい <b>きんし</b> です	He is slightly near-sighted.	0	0
衣類	clothes, garments	いるい	<b>衣類</b>の整理をしたよ。	<b>いるい</b> の せいり を した よ	I organized the clothes.	0	0
衣服	clothes, dress	いふく	彼の会社は<b>衣服</b>を扱っているよ。	かれ の かいしゃ は <b>いふく</b> を あつかって いる よ	His company deals with clothing.	0	0
衣料	clothing, garments	いりょう	その会社は<b>衣料</b>を扱っているんだ。	その かいしゃ は <b>いりょう</b> を あつかって いる ん だ	The company deals with clothing.	0	0
衣食住	clothing and food and housing	いしょくじゅう	土地によって<b>衣食住</b>は変化する。	とち によって <b>いしょくじゅう</b> は へんか する	Clothing, food and housing vary from region to region.	0	0
くすぐったい	ticklish	くすぐったい	犬に顔をなめられて<b>くすぐったい</b>よ。	いぬ に かお を なめられて <b>くすぐったい</b> よ 。	It tickles to have my face licked by a dog.	0	0
仮に	supposing that, even if	かりに	<b>仮に</b>それが事実だとしてももう遅いよ。	<b>かりに</b> それ が じじつ だ と して も もう おそい よ	Even if it is true, it's already too late.	0	0
仮定	assumption, supposition	かてい	<b>仮定</b>の話だけでは結論は出ません。	<b>かてい</b> の はなし だけ で は けつろん は でません	A conclusion can't come from assumptions alone.	0	0
仮	provisional, temporary	かり	<b>仮</b>の申し込みをしました。	<b>かり</b> の もうしこみ を しました	I submitted a temporary application.	0	0
仮名遣い	kana orthography, use of kana	かなづかい	祖父は古い<b>仮名遣い</b>で書くことがあるの。	そふ は ふるい <b>かなづかい</b> で かく こと が ある の	My grandfather sometimes writes in the old kana orthography.	0	0
演説	speech, address	えんぜつ	彼は地方で<b>演説</b>したのよ。	かれ は ちほう で <b>えんぜつ</b> した の よ	He made a speech in the provinces.	0	0
公演	public performance	こうえん	彼らの海外<b>公演</b>が発表されたよ。	かれら の かいがい<b>こうえん</b> が はっぴょう された よ	Their overseas performances were announced.	0	0
演じる	perform, play	えんじる	彼はよく刑事の役を<b>演じる</b>ね。	かれ は よく けいじ の やく を <b>えんじる</b> ね	He often performs the role of a detective.	0	0
出演	appearance on stage, performance	しゅつえん	彼女はその映画に<b>出演</b>しているよ。	かのじょ は その えいが に <b>しゅつえん</b> して いる よ	She is performing in the movie.	0	0
くたびれる	get tired, be worn out	くたびれる	たくさん歩いて<b>くたびれました</b>。	たくさん あるいて <b>くたびれました</b>	I was worn out from walking so much.	0	0
劇	drama, play	げき	小学校で子供たちの<b>劇</b>を見ました。	しょうがっこう で こどもたち の <b>げき</b> を みました	I saw a children's play at an elementary school.	0	0
劇場	theater	げきじょう	午後8時に<b>劇場</b>の前で会いましょう。	ごご はちじ に <b>げきじょう</b> の まえ で あいましょう	Let's meet in front of the theater at 8:00 pm.	0	0
演劇	drama, play	えんげき	彼女は<b>演劇</b>を学んでいます。	かのじょ は <b>えんげき</b> を まなんで います	She studies acting.	0	0
喜劇	comedy	きげき	昨夜はテレビで<b>喜劇</b>を見たよ。	さくや は てれび で <b>きげき</b> を みた よ	I watched a comedy show on TV last night.	0	0
悲しみ	grief, sadness	かなしみ	突然の<b>悲しみ</b>が一家を襲いました。	とつぜん の <b>かなしみ</b> が いっか を おそいました	Sudden grief fell upon the whole family.	0	0
